Time,Angle_1,Voltage_1,Angle_2,Voltage_2,Angle_3,Voltage_3,Angle_4,Voltage_4,Angle_5,Voltage_5,Angle_6,Voltage_6,Angle_7,Voltage_7,Angle_8,Voltage_8,Angle_9,Voltage_9
62.0,0.0,1.0,1.8046123628821915,1.0,-9.233577104309001,0.9999999999999999,-5.223353350856214,0.9899854372076891,-9.681390182416484,0.9780952085897963,-9.233577104309004,0.9996613033888552,-8.696008147379978,0.9825696801318851,-4.069116720851078,0.995490943009216,-8.880184296275127,0.9624314106444558
33.0,0.0,1.0,2.1909126019287615,1.0,-8.797124981363147,1.0,-5.100776119997733,0.9900141476304487,-9.365374379500784,0.9786263686795461,-8.79712498136315,0.9999491035540156,-8.194514057399275,0.9830959156976663,-3.681636024432357,0.9956903479913936,-8.749483851822285,0.962087136442026
61.0,0.0,1.0,2.0645680365928025,0.9999999999999999,-8.944383498232813,1.0,-5.124132136664338,0.9900916642687354,-9.450359488830108,0.9785498930465606,-8.944383498232817,0.9998526278530534,-8.376521890658292,0.9828795615576539,-3.8083246959275874,0.9956322126677207,-8.750932948740795,0.9623880476475491
121.0,0.0,1.0,2.5436016600760505,1.0,-8.651795541042736,1.0,-5.0417309171722335,0.989954859461326,-9.55408017868055,0.9772927849998552,-8.651795541042736,0.9998645638607524,-7.851879831260727,0.9833181937253583,-3.3276817620973387,0.9959041577399096,-8.3660390907469,0.9628632687650511
140.0,0.0,1.0,2.4733470558273183,1.0,-8.67370360801331,0.9999999999999999,-5.074398800078905,0.9898654654856083,-9.537286012728714,0.9774533446573213,-8.67370360801331,0.9998887676014572,-7.896789786111972,0.9833343972107845,-3.3982224118233644,0.9958558101852097,-8.495861739640361,0.9624758931147159
12.0,0.0,1.0,2.267526983768297,0.9999999999999999,-8.826490521713232,1.0,-5.043823686389851,0.9902619734160774,-9.434600724691219,0.978316397714034,-8.826490521713232,0.9998611842425885,-8.199082463541021,0.9829538381198751,-3.604594535984561,0.995762515393932,-8.48518309225208,0.9630551502056097
197.0,0.0,1.0,1.5650681970583755,0.9999999999999999,-9.603739091449345,0.9999999999999999,-5.380265001546313,0.9896226271349466,-10.15646043932887,0.9765952783023996,-9.603739091449345,0.9993351194011423,-8.99791170413677,0.9822800542940531,-4.309446648869948,0.9953582551506261,-8.9822026183215,0.9624952348348207
177.0,0.0,1.0,1.8516258475586682,0.9999999999999999,-9.163977921625051,0.9999999999999999,-5.142582112068242,0.9902950344131757,-9.516610548955505,0.9787215045324401,-9.163977921625053,0.9997234555709609,-8.683888986455658,0.9824969396518808,-4.02190493970159,0.9955244339949058,-8.75271848559457,0.9628951825662858
18.0,0.0,1.0,2.350690367139682,0.9999999999999998,-8.722856689441057,1.0,-5.102806877860678,0.9898482601652361,-9.481452483469049,0.9778711632885911,-8.722856689441059,0.9999200669131406,-8.007961191731033,0.9832785000326794,-3.521331302718941,0.9957793883600099,-8.647526319327087,0.9621247391230155
102.0,0.0,1.0,2.2635255852524114,0.9999999999999999,-8.852160361272931,1.0,-5.04098854161007,0.9902948202191059,-9.464724611920774,0.9782199371526467,-8.852160361272931,0.9998307527221364,-8.22159332788087,0.9829064830843579,-3.6085842312238015,0.9957644930226706,-8.446958057372502,0.9632269630443
154.0,0.0,1.0,1.2807620422922972,0.9999999999999999,-9.740474241353029,1.0,-5.5844493322880195,0.9888848788130726,-10.27405970953554,0.9764064608123363,-9.740474241353027,0.999342705929858,-9.145185871119105,0.9824309930522968,-4.595041394080788,0.995140734074421,-9.586376473892619,0.9604827968881818
11.0,0.0,1.0,1.7396441438545855,0.9999999999999999,-9.295412943868042,0.9999999999999999,-5.461312429412379,0.9888853744859353,-10.04772029156884,0.9764832471521961,-9.295412943868042,0.9995858976690452,-8.576808801487097,0.9829964705803298,-4.134711893285873,0.9953850695547664,-9.36902316150285,0.9603464618621855
104.0,0.0,1.0,2.1833840276999568,1.0,-8.831333419751124,0.9999999999999999,-5.123419366152757,0.9899360106365731,-9.442685618387031,0.9783290042420206,-8.831333419751125,0.9999078900275007,-8.202562067291133,0.9830964033275512,-3.689182520641477,0.9956873199778818,-8.755886898107356,0.9620697084384817
86.0,0.0,1.0,2.211538020311459,0.9999999999999999,-8.855263835185573,0.9999999999999999,-5.16880016344556,0.9897146241520243,-9.589762532121913,0.9776634148945302,-8.855263835185577,0.9998465030973626,-8.152924244341536,0.9831783109191361,-3.6609659379886987,0.9956978949774896,-8.776299801318473,0.9618895072956296
198.0,0.0,1.0,1.6766231288242062,0.9999999999999998,-9.387743597451477,0.9999999999999999,-5.289041684663398,0.989856018508783,-9.839241205921482,0.9776799718303596,-9.38774359745148,0.9995486256497333,-8.845670112698858,0.982438707121791,-4.197535470912548,0.9954184083142024,-8.961307951287395,0.9623664625165224
38.0,0.0,1.0,1.5310632308496686,0.9999999999999997,-9.478619343349203,0.9999999999999999,-5.4875578070662785,0.9890238340877728,-10.075421866469798,0.9767785145687146,-9.478619343349203,0.9995085511313898,-8.849670854921937,0.9827025995662931,-4.343902263852664,0.9952821723170527,-9.434358787339022,0.9605746575112476
56.0,0.0,1.0,1.7956496021923942,0.9999999999999998,-9.312274227708244,0.9999999999999998,-5.307200727889005,0.989635667968253,-9.91976394891034,0.9771089562948655,-9.312274227708244,0.9995535739193518,-8.6785882230941,0.9826490146202649,-4.078141100330222,0.9954805364574406,-8.94942812549033,0.9621149059450091
20.0,0.0,1.0,2.4450765145492728,1.0,-8.730219601897543,0.9999999999999998,-5.066344475344639,0.989961118893857,-9.57304447015461,0.9773965081935074,-8.730219601897543,0.9998390317146698,-7.9645976486694146,0.9832212276999052,-3.4265187940889503,0.9958514427605246,-8.434084709099636,0.9628124266171327
4.0,0.0,1.0,1.5352825096227654,0.9999999999999999,-9.43000639589228,0.9999999999999999,-5.394643093216772,0.9894500929610578,-9.863624782232531,0.9776990138300417,-9.430006395892281,0.9995841548721615,-8.898649800230848,0.9825599230402499,-4.339560420588348,0.9953028636683687,-9.308084599626623,0.961162493330124
186.0,0.0,1.0,2.0921009823999386,0.9999999999999999,-9.017487483294682,0.9999999999999998,-5.217460291625234,0.9896718282696714,-9.746752097335435,0.9772656795756616,-9.017487483294682,0.9997209578937507,-8.31575269009497,0.9830029746735904,-3.7807393183664315,0.9956410703567085,-8.798669227329036,0.9620693188114637
29.0,0.0,1.0,1.8152851979854012,0.9999999999999999,-9.303157245037474,1.0,-5.264663439529062,0.9898241438033989,-9.86872403461311,0.977324678804868,-9.303157245037472,0.9995565343203899,-8.694307661217092,0.9825697477053743,-4.058382706828707,0.995501275489462,-8.848582481001012,0.9625180972296871
